nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
alborz university medical science,Alborz University of Medical Sciences,U00232,Alborz University of Medical Sciences,Iran,6,4
alexander dubcek university trencin trencianska univerzita alexandra dubceka v trencine,Alexander Dubček University of Trenčín in Trenčín / Trencianska univerzita Alexandra Dubceka v Trencíne,U00233,Alexander Dubček University of Trenčín in Trenčín / Trencianska univerzita Alexandra Dubceka v Trencíne,,1,1
alexandria university,Alexandria University,U00234,Alexandria University,Egypt,43,7
alexandru ioan cuza university,Alexandru Ioan Cuza University,U00235,Alexandru Ioan Cuza University,Romania,29,5
alexandru ioan cuza university iasi,Alexandru Ioan Cuza University of Iaşi,U00235,Alexandru Ioan Cuza University,Romania,2,1
alfaisal university,Alfaisal University,U00236,Alfaisal University,Saudi Arabia,20,6
alfred health,Alfred Health,U00238,Alfred Health,Australia,1,1
alfred mann institute biomedical engineering,Alfred E. Mann Institute for Biomedical Engineering,U00237,Alfred E. Mann Institute for Biomedical Engineering,United States,1,1
alfred university,Alfred University,U00239,Alfred University,,1,1
aliah university,Aliah University,U00240,Aliah University,India,1,1
aliah university kolkata,Aliah University Kolkata,U00241,Aliah University Kolkata,,1,1
alibaba group,Alibaba Group,U00242,Alibaba Group,China,1,1
aligarh muslim university,Aligarh Muslim University,U00243,Aligarh Muslim University,India,31,7
aligning science across parkinsons,Aligning Science Across Parkinson's (ASAP),U00244,Aligning Science Across Parkinson's (ASAP),United States,1,1
all india institute medical science,All India Institute of Medical Sciences,U00245,All India Institute of Medical Sciences,India,8,3
all india institute medical science aiims,All India Institute of Medical Sciences AIIMS,U00246,All India Institute of Medical Sciences AIIMS,,1,1
all india institute medical science new delhi,"All India Institute of Medical Sciences, New Delhi",U00245,All India Institute of Medical Sciences,India,4,1
all india institute medical science new delhi aiims new delhi,All India Institute of Medical Sciences - New Delhi (AIIMS New Delhi),U00245,All India Institute of Medical Sciences,India,1,1
allama iqbal open university,Allama Iqbal Open University,U00247,Allama Iqbal Open University,,1,1
allameh tabataba i university,Allameh Tabataba ’i University,U00248,Allameh Tabataba ’i University,Iran,3,1
allameh tabatabai university,Allameh Tabatabai University,U00249,Allameh Tabatabai University,,1,1
allchemy,Allchemy,U00250,Allchemy,United States,1,1
allegheny college,Allegheny College,U00251,Allegheny College,,1,1
allegheny health network,Allegheny Health Network (AHN),U00252,Allegheny Health Network (AHN),United States,1,1
allen institute,Allen Institute,U00253,Allen Institute,United States,1,1
alliant international university,Alliant International University,U00254,Alliant International University,,1,1
alma mater studiorum university bologna,Alma Mater Studiorum - Università di Bologna,U06014,University of Bologna,Italy,15,1
almaarefa university,Almaarefa University,U00255,Almaarefa University,Saudi Arabia,2,2
almaty technology university,Almaty Technological University,U00256,Almaty Technological University,Kazakhstan,5,1
alnylam,Alnylam,U00257,Alnylam,United States,1,1
alpen adria university klagenfurt,Alpen Adria Universität Klagenfurt,U00258,Alpen Adria Universität Klagenfurt,,1,1
alphabet,Alphabet,U00259,Alphabet,United States,1,1
alps grenoble university hospital chu grenoble alpes,Alps Grenoble University Hospital (CHU Grenoble Alpes),U00260,Alps Grenoble University Hospital (CHU Grenoble Alpes),France,1,1
altai state university,Altai State University,U00261,Altai State University,Russia,13,3
altinbas universitesi,Altınbaş Üniversitesi,U00264,Altınbaş Üniversitesi,,1,1
altinbas university,Altınbaş University,U00263,Altınbaş University,Turkey,2,1
altos labs,Altos Labs,U00262,Altos Labs,United States,1,1
alzahra university,Alzahra University,U00265,Alzahra University,Iran,9,1
alzahra university azzahra university,Alzahra University (Azzahra University),U00266,Alzahra University (Azzahra University),,1,1
alzheimers research uk,Alzheimer's Research UK,U00267,Alzheimer's Research UK,United Kingdom,1,1
alzheimers society,Alzheimer's Society,U00268,Alzheimer's Society,United Kingdom,1,1
amager hospital,Amager Hospital,U00269,Amager Hospital,Denmark,1,1
amasya university,Amasya University,U00270,Amasya University,,1,1
amazon,Amazon,U00271,Amazon,United States,1,1
ambry genetics,Ambry Genetics,U00272,Ambry Genetics,United States,1,1
amedeo avogadro university eastern piedmont,Amedeo Avogadro University of Eastern Piedmont,U06148,"University of Eastern Piedmont Amedeo Avogadro""""",Italy,7,1
american academy pediatrics,American Academy of Pediatrics (AAP),U00273,American Academy of Pediatrics (AAP),United States,1,1
american cancer society,American Cancer Society (ACS),U00274,American Cancer Society (ACS),United States,1,1
american college greece deree college alba business school,American College of Greece (Deree College / Alba Business School),U00275,American College of Greece (Deree College / Alba Business School),,1,1
american college surgeons,American College of Surgeons (ACS),U00276,American College of Surgeons (ACS),United States,1,1
american hip institute,American Hip Institute,U00277,American Hip Institute,United States,1,1
american international university bangladesh,American International University – Bangladesh,U00278,American International University – Bangladesh,Bangladesh,5,3
american museum natural history,American Museum of Natural History (AMNH),U00279,American Museum of Natural History (AMNH),United States,1,1
american university,American University,U00280,American University,United States,30,5
american university armenia,American University of Armenia,U00285,American University of Armenia,,1,1
american university beirut,American University of Beirut,U00286,American University of Beirut,Lebanon,41,8
american university cairo,American University in Cairo,U00282,American University in Cairo,Egypt,29,5
american university central asia,American University of Central Asia,U00287,American University of Central Asia,Kyrgyzstan,2,1
american university dubai,American University in Dubai,U00283,American University in Dubai,United Arab Emirates,14,2
american university emirates,American University in the Emirates,U00284,American University in the Emirates,,1,1
american university middle east,American University of the Middle East,U00292,American University of the Middle East,Kuwait,12,5
american university paris,American University of Paris,U00288,American University of Paris,,1,1
american university ras al khaimah,American University of Ras Al Khaimah,U00289,American University of Ras Al Khaimah,United Arab Emirates,3,1
american university ras al khaimah aurak,American University of Ras al Khaimah AURAK,U00290,American University of Ras al Khaimah AURAK,,1,1
american university sharjah,American University of Sharjah,U00291,American University of Sharjah,United Arab Emirates,28,4
american university washington dc,American University Washington DC,U00281,American University Washington DC,,1,1
amgen,Amgen,U00293,Amgen,United States,1,1
amherst college,Amherst College,U00294,Amherst College,United States,10,4
amirkabir university technology,Amirkabir University of Technology,U00295,Amirkabir University of Technology,Iran,39,8
amity university,Amity University,U00296,Amity University,India,13,5
amity university dubai,Amity University Dubai,U00298,Amity University Dubai,,1,1
amity university gurugram,"Amity University, Gurugram",U00300,"Amity University, Gurugram",India,2,1
amity university kolkata,Amity University - Kolkata,U00297,Amity University - Kolkata,India,1,1
amity university noida,"Amity University, Noida",U00296,Amity University,India,12,2
amity university rajasthan jaipur,"Amity University Rajasthan, Jaipur",U00299,"Amity University Rajasthan, Jaipur",India,2,1
amman arab university,Amman Arab University,U00301,Amman Arab University,Jordan,3,2
amo,AMO,U00104,AMO,Germany,1,1
amravati university,Amravati University,U00302,Amravati University,,1,1
amrita university,Amrita University,U00303,Amrita University,,1,1
amrita vishwa vidyapeetham,Amrita Vishwa Vidyapeetham,U00304,Amrita Vishwa Vidyapeetham,India,19,3
amrita vishwa vidyapeetham amrita university,Amrita Vishwa Vidyapeetham (Amrita University),U00304,Amrita Vishwa Vidyapeetham,India,1,1
amrita vishwa vidyapeetham coimbatore,Amrita Vishwa Vidyapeetham Coimbatore,U00304,Amrita Vishwa Vidyapeetham,India,1,1
anadolu university,Anadolu University,U00306,Anadolu University,Turkey,20,5
anahuac university,Anáhuac University,U05368,Universidad Anáhuac México,Mexico,1,1
analytical mechanics associates,Analytical Mechanics Associates (AMA),U00307,Analytical Mechanics Associates (AMA),United States,1,1
andel research institute,Van Andel Research Institute (VAI),U07124,Van Andel Research Institute (VAI),United States,1,1
andes university,Los Andes University,U06855,"University of the Andes, Colombia",Colombia,1,1
andhra university,Andhra University,U00308,Andhra University,India,9,1
andhra university visakhapatnam,Andhra University Visakhapatnam,U00309,Andhra University Visakhapatnam,,1,1
andong national university,Andong National University / 안동대학교,U00310,Andong National University / 안동대학교,,1,1
andres bello university,Andrés Bello University,U05367,Universidad Andrés Bello,Chile,3,2
andrews university,Andrews University,U00311,Andrews University,,1,1
angeles county health agency,Los Angeles County Health Agency,U03056,Los Angeles County Health Agency,United States,1,1
angelo state university,Angelo State University,U00312,Angelo State University,,1,1
anglia ruskin university,Anglia Ruskin University (ARU),U00313,Anglia Ruskin University (ARU),United Kingdom,15,5
anhui agriculture university,Anhui Agricultural University,U00314,Anhui Agricultural University,China,8,6
anhui jianzhu university,Anhui Jianzhu University,U00315,Anhui Jianzhu University,China,3,3
anhui medical university,Anhui Medical University,U00316,Anhui Medical University,China,14,6
anhui normal university,Anhui Normal University,U00317,Anhui Normal University,China,8,5
anhui polytechnic university,Anhui Polytechnic University,U00318,Anhui Polytechnic University,China,3,3
anhui polytechnic university anhui university technology science,Anhui Polytechnic University (Anhui University of Technology & Science) / 安徽工程大学,U00319,Anhui Polytechnic University (Anhui University of Technology & Science) / 安徽工程大学,,1,1
anhui science technology university,Anhui Science and Technology University (ASTU),U00320,Anhui Science and Technology University (ASTU),China,1,1
anhui university,Anhui University,U00321,Anhui University,China,16,8
anhui university chinese medical,Anhui University of Chinese Medicine,U00322,Anhui University of Chinese Medicine,China,3,3
anhui university finance economics,Anhui University of Finance & Economics,U00323,Anhui University of Finance & Economics,China,2,2
anhui university science technology,Anhui University of Science and Technology,U00324,Anhui University of Science and Technology,China,6,5
anhui university technology,Anhui University of Technology,U00325,Anhui University of Technology,China,8,6
ankara haci bayram veli university ankara haci bayram veli universitesi,Ankara Hacı Bayram Veli University / Ankara Hacı Bayram Veli Üniversitesi,U00326,Ankara Hacı Bayram Veli University / Ankara Hacı Bayram Veli Üniversitesi,,1,1
ankara universitesi,Ankara Üniversitesi,U00327,Ankara University,Turkey,14,2
ankara university,Ankara University,U00327,Ankara University,Turkey,25,6
ankara yildirim beyazit university,Ankara Yildirim Beyazit University,U00328,Ankara Yildirim Beyazit University,Turkey,3,1
anna university,Anna University,U00329,Anna University,India,28,7
annamalai university,Annamalai University,U00330,Annamalai University,India,12,4
anqing normal university,Anqing Normal University/ 安庆师范学院,U00331,Anqing Normal University/ 安庆师范学院,China,2,2
antioch college,Antioch College,U00332,Antioch College,United States,2,1
antonio narino university,Antonio Nariño University,U00333,Antonio Nariño University,Colombia,5,2
anyang institute technology,Anyang Institute of Technology / 安阳工学院,U00334,Anyang Institute of Technology / 安阳工学院,China,2,2
